PLAYER,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,TEAM,SEASON,TEAM_ID
Courtney Vandersloot,14,31.2,11.2,4.3,9.9,43.5,0.7,2.8,25.6,1.9,2.4,79.4,0.6,3.1,3.7,8.4,3.1,1.4,0.7,2.4,3.1,New York Liberty,2023,1611661313
Epiphanny Prince,4,13.1,3.3,1.0,2.8,36.4,0.5,1.8,28.6,0.8,0.8,100.0,0.3,1.0,1.3,1.5,1.8,0.5,0.3,1.0,1.0,New York Liberty,2023,1611661313
Han Xu,5,3.7,0.8,0.4,1.8,22.2,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.4,0.2,0.2,0.2,-3.4,New York Liberty,2023,1611661313
Jocelyn Willoughby,9,5.5,1.7,0.6,0.9,62.5,0.3,0.7,50.0,0.2,0.2,100.0,0.0,0.2,0.2,0.6,0.1,0.2,0.0,0.3,-0.7,New York Liberty,2023,1611661313
Jonquel Jones,14,22.0,10.2,4.1,7.7,52.8,0.8,1.9,42.3,1.3,1.6,81.8,2.1,4.6,6.6,1.4,2.0,0.4,1.4,2.7,4.6,New York Liberty,2023,1611661313
Kayla Thornton,14,18.7,5.8,2.1,4.2,49.2,0.8,1.9,40.7,0.9,1.2,70.6,0.9,2.5,3.4,0.6,0.2,0.9,0.3,1.4,6.1,New York Liberty,2023,1611661313
Marine Johannès,10,21.1,9.4,3.6,7.8,46.2,2.0,5.1,39.2,0.2,0.3,66.7,0.4,1.2,1.6,2.1,1.5,1.0,0.0,1.5,3.9,New York Liberty,2023,1611661313
Nyara Sabally,12,9.9,3.5,1.3,2.8,45.5,0.2,0.5,33.3,0.8,1.2,71.4,0.6,1.9,2.5,0.1,0.6,0.1,0.3,1.4,1.3,New York Liberty,2023,1611661313
Sabrina Ionescu,12,30.9,15.3,4.8,12.7,38.2,3.0,7.1,42.4,2.7,3.1,86.5,0.8,4.9,5.7,4.7,2.4,1.0,0.3,1.8,5.9,New York Liberty,2023,1611661313
Stefanie Dolson,11,12.5,3.4,1.3,2.4,53.8,0.1,0.6,14.3,0.7,0.9,80.0,0.5,1.5,2.0,1.5,1.4,0.0,0.5,2.5,3.2,New York Liberty,2023,1611661313
Bridget Pettis,28,29.7,12.5,3.8,11.3,33.5,1.4,4.7,30.5,3.5,3.9,89.8,1.3,2.5,3.8,2.8,2.9,1.7,0.4,2.0,3.3,Phoenix Mercury,1997,1611661317
Jennifer Gillom,28,30.7,15.7,5.8,13.3,43.8,0.7,2.2,32.8,3.4,4.3,77.7,1.6,3.8,5.3,0.8,2.1,1.3,0.5,3.3,2.0,Phoenix Mercury,1997,1611661317
Marlies Askamp,28,18.6,7.4,2.5,6.3,39.0,0.0,0.0,0.0,2.5,3.3,76.1,2.4,2.8,5.1,0.8,1.6,0.8,0.3,2.1,2.7,Phoenix Mercury,1997,1611661317
Michele Timms,27,35.4,11.6,3.5,10.7,33.0,1.7,5.1,34.1,2.9,3.8,75.5,0.9,2.8,3.7,5.0,2.9,2.6,0.1,3.5,4.9,Phoenix Mercury,1997,1611661317
Mikiko Hagiwara,12,15.5,2.8,0.8,3.3,25.6,0.7,2.3,28.6,0.4,0.8,50.0,0.4,0.8,1.2,0.8,0.6,0.2,0.0,0.8,-2.6,Phoenix Mercury,1997,1611661317
Molly Tuter,3,0.9,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Phoenix Mercury,1997,1611661317
Monique Ambers,19,4.6,0.7,0.2,0.5,44.4,0.0,0.0,0.0,0.3,0.8,40.0,0.5,0.5,1.1,0.2,0.4,0.0,0.1,0.7,0.4,Phoenix Mercury,1997,1611661317
Nancy Lieberman,25,11.2,2.6,1.0,3.1,32.5,0.2,1.0,23.1,0.3,0.4,80.0,0.2,1.0,1.3,1.6,1.6,0.6,0.1,1.4,-0.2,Phoenix Mercury,1997,1611661317
Ryneldi Becenti,1,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-2.0,Phoenix Mercury,1997,1611661317
Tara Williams,12,6.9,3.1,1.3,3.3,41.0,0.4,0.9,45.5,0.0,0.0,0.0,0.1,0.6,0.7,0.3,0.3,0.3,0.0,0.8,-0.8,Phoenix Mercury,1997,1611661317
Tia Jackson,26,12.2,2.8,0.9,2.7,34.3,0.1,0.3,37.5,0.8,1.0,84.0,0.8,1.2,2.0,1.0,1.4,0.9,0.3,1.2,0.1,Phoenix Mercury,1997,1611661317
Toni Foster,28,25.9,8.5,3.3,7.1,46.0,0.0,0.2,16.7,2.0,2.8,70.9,2.2,3.8,6.0,1.0,1.8,1.9,0.8,2.7,0.9,Phoenix Mercury,1997,1611661317
Umeki Webb,28,27.3,5.0,1.6,5.6,29.3,0.0,0.5,6.7,1.6,2.4,68.7,1.4,2.6,4.0,2.4,1.9,2.4,0.3,3.2,4.7,Phoenix Mercury,1997,1611661317
Andrea Kuklova,29,11.8,3.3,1.3,3.3,40.0,0.0,0.2,14.3,0.7,1.2,55.6,0.7,0.6,1.3,1.1,1.4,0.6,0.1,1.4,1.4,Phoenix Mercury,1998,1611661317
Brandy Reed,24,10.6,5.2,2.1,4.0,52.6,0.1,0.3,25.0,0.9,1.3,71.0,1.5,1.8,3.3,0.8,1.4,0.8,0.3,1.3,2.7,Phoenix Mercury,1998,1611661317
Bridget Pettis,30,28.3,11.3,3.8,10.0,37.7,1.2,4.1,28.5,2.6,3.0,86.5,1.1,2.3,3.4,2.1,2.1,1.0,0.3,2.5,5.5,Phoenix Mercury,1998,1611661317
Jennifer Gillom,30,32.1,20.9,7.6,16.4,46.5,1.0,2.7,37.8,4.6,6.5,70.3,2.1,5.2,7.3,1.4,3.0,1.7,0.3,3.1,5.2,Phoenix Mercury,1998,1611661317
Kristi Harrower,30,11.8,2.3,0.6,1.7,36.5,0.4,1.1,34.4,0.7,0.9,75.0,0.1,0.6,0.7,1.7,1.0,0.5,0.1,0.8,1.8,Phoenix Mercury,1998,1611661317
Maria Stepanova,20,6.4,3.3,1.3,3.1,42.6,0.0,0.0,0.0,0.7,1.1,63.6,0.9,1.1,1.9,0.4,0.5,0.2,0.6,1.5,1.0,Phoenix Mercury,1998,1611661317
Marlies Askamp,26,12.2,5.3,1.9,4.0,47.1,0.0,0.0,0.0,1.6,2.4,66.1,1.4,1.9,3.3,0.5,0.8,0.5,0.3,1.7,3.3,Phoenix Mercury,1998,1611661317
Michele Timms,30,31.2,6.9,2.4,7.4,31.8,1.0,3.5,29.8,1.1,1.6,69.4,0.6,1.9,2.5,5.3,2.3,1.3,0.1,2.5,3.9,Phoenix Mercury,1998,1611661317
Michelle Brogan,30,25.9,9.2,3.1,6.1,50.5,0.4,0.8,47.8,2.6,3.3,79.6,1.5,2.9,4.4,1.4,1.7,1.5,0.2,1.6,3.4,Phoenix Mercury,1998,1611661317
Mikiko Hagiwara,10,5.8,2.2,0.8,2.1,38.1,0.4,1.2,33.3,0.2,0.3,66.7,0.0,0.2,0.2,0.3,0.5,0.0,0.0,0.4,1.1,Phoenix Mercury,1998,1611661317
Pauline Jordan,6,5.1,2.5,0.8,1.3,62.5,0.0,0.0,0.0,0.8,1.2,71.4,0.2,0.7,0.8,0.7,0.2,0.0,0.0,0.7,1.0,Phoenix Mercury,1998,1611661317
Toni Foster,16,13.6,4.9,1.8,3.8,46.7,0.0,0.0,0.0,1.4,1.9,76.7,0.6,1.3,1.9,1.2,0.9,0.9,0.3,1.3,1.1,Phoenix Mercury,1998,1611661317
Umeki Webb,30,28.2,5.3,1.9,5.3,36.3,0.1,0.5,28.6,1.3,2.0,66.1,1.6,2.3,3.9,3.1,1.4,1.6,0.7,3.5,4.0,Phoenix Mercury,1998,1611661317
Amanda Wilson,12,2.9,1.0,0.3,1.0,33.3,0.1,0.4,20.0,0.3,0.3,100.0,0.3,0.2,0.5,0.2,0.2,0.1,0.1,0.3,0.3,Phoenix Mercury,1999,1611661317
Andrea Kuklova,5,2.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.2,Phoenix Mercury,1999,1611661317
Angela Aycock,8,3.6,0.5,0.0,0.5,0.0,0.0,0.4,0.0,0.5,0.5,100.0,0.0,0.1,0.1,0.4,0.8,0.3,0.0,0.6,1.1,Phoenix Mercury,1999,1611661317
Bridget Pettis,32,16.8,5.7,2.0,6.7,30.4,0.7,3.1,22.4,0.9,1.5,61.7,0.9,0.9,1.8,1.4,0.9,0.8,0.1,1.8,1.6,Phoenix Mercury,1999,1611661317
Clarissa Davis-Wrightsil,14,19.0,9.3,3.7,8.6,43.3,0.7,2.4,30.3,1.1,1.7,66.7,1.1,1.6,2.7,1.4,1.6,0.9,0.3,2.8,-0.3,Phoenix Mercury,1999,1611661317
Edna Campbell,28,26.8,9.6,3.4,9.3,36.4,1.4,3.6,37.6,1.4,2.0,71.4,0.4,1.5,1.9,1.3,1.7,0.9,0.4,1.9,-3.0,Phoenix Mercury,1999,1611661317
Jennifer Gillom,32,34.1,15.0,5.1,13.3,38.3,0.6,2.3,25.0,4.3,5.4,79.2,1.6,4.1,5.7,1.7,2.7,1.2,0.2,3.3,-1.8,Phoenix Mercury,1999,1611661317
Kristi Harrower,32,20.7,4.3,1.1,3.0,36.1,0.4,1.3,28.6,1.8,2.2,80.3,0.3,1.7,2.0,3.0,1.4,0.8,0.1,1.4,0.9,Phoenix Mercury,1999,1611661317
Lisa Harrison,32,25.5,6.0,2.5,5.3,47.4,0.0,0.3,10.0,0.9,1.3,66.7,1.5,2.6,4.0,1.7,1.1,0.7,0.2,2.0,1.3,Phoenix Mercury,1999,1611661317
Maria Stepanova,32,17.2,7.8,3.0,6.2,48.5,0.0,0.1,50.0,1.7,2.7,64.0,1.9,3.2,5.1,0.8,1.3,0.4,1.9,2.7,2.0,Phoenix Mercury,1999,1611661317
Marlies Askamp,30,26.0,9.4,3.2,6.6,48.2,0.0,0.1,0.0,3.1,3.8,81.6,3.1,4.1,7.2,0.8,1.2,0.7,0.6,3.3,-0.7,Phoenix Mercury,1999,1611661317
Merlelynn Lang-Harris,1,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,-8.0,Phoenix Mercury,1999,1611661317
Michele Timms,30,26.7,6.8,2.3,6.4,35.4,1.0,3.0,34.8,1.3,1.6,77.6,0.6,2.1,2.6,5.0,3.0,1.4,0.2,2.9,-1.9,Phoenix Mercury,1999,1611661317
Toni Foster,10,4.3,2.5,0.7,1.2,58.3,0.0,0.0,0.0,1.1,1.6,68.8,0.4,0.4,0.8,0.1,0.4,0.0,0.1,0.6,0.1,Phoenix Mercury,1999,1611661317
Adrian Williams-Strong,28,12.6,2.8,1.0,2.6,40.3,0.0,0.0,0.0,0.7,1.4,52.6,0.9,1.7,2.5,0.6,1.0,0.5,0.1,1.5,0.0,Phoenix Mercury,2000,1611661317
Amanda Wilson,3,3.2,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.7,1.3,50.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.7,0.0,Phoenix Mercury,2000,1611661317
Brandy Reed,32,34.1,19.0,7.2,14.3,50.7,0.6,1.3,41.9,4.0,4.4,90.1,1.8,4.0,5.9,2.7,2.8,2.1,0.7,1.6,3.5,Phoenix Mercury,2000,1611661317
Bridget Pettis,32,18.4,5.9,1.9,5.3,35.7,0.6,2.3,26.7,1.5,1.9,80.3,0.6,1.3,1.9,1.4,1.2,1.0,0.1,1.9,1.1,Phoenix Mercury,2000,1611661317
Dena Head,17,8.8,1.6,0.5,1.3,36.4,0.1,0.4,14.3,0.6,0.9,62.5,0.3,0.8,1.1,0.9,0.6,0.2,0.0,1.0,1.2,Phoenix Mercury,2000,1611661317
Jennifer Gillom,30,27.5,12.3,4.6,10.5,43.6,0.6,2.2,25.4,2.6,3.5,74.5,1.0,2.8,3.9,1.5,2.0,0.7,1.0,3.0,2.4,Phoenix Mercury,2000,1611661317
Lisa Harrison,31,23.9,6.3,2.5,4.9,52.3,0.3,0.4,66.7,1.0,1.2,81.1,1.2,2.7,3.9,1.2,0.7,1.0,0.1,2.0,2.7,Phoenix Mercury,2000,1611661317
Maria Stepanova,15,11.4,3.8,1.6,3.6,44.4,0.0,0.0,0.0,0.6,1.0,60.0,1.0,2.2,3.2,0.5,1.5,0.3,0.6,2.8,3.2,Phoenix Mercury,2000,1611661317
Michele Timms,8,22.1,3.8,1.4,3.8,36.7,0.5,2.1,23.5,0.5,0.5,100.0,0.3,1.8,2.0,2.3,2.3,1.9,0.3,2.8,-0.3,Phoenix Mercury,2000,1611661317
Michelle Brogan,28,26.0,7.5,2.5,4.9,51.1,0.3,0.9,32.0,2.3,2.8,79.7,1.4,2.5,4.0,1.8,1.3,1.1,0.2,3.1,4.1,Phoenix Mercury,2000,1611661317
Michelle Cleary,24,21.1,2.5,0.6,1.9,32.6,0.4,1.3,33.3,0.8,1.1,70.4,0.5,1.0,1.5,3.1,0.6,1.4,0.1,1.5,3.3,Phoenix Mercury,2000,1611661317
Nicole Kubik,4,4.9,1.5,0.3,0.8,33.3,0.0,0.3,0.0,1.0,1.0,100.0,0.0,0.5,0.5,0.5,0.8,0.0,0.0,1.0,0.8,Phoenix Mercury,2000,1611661317
Rankica Sarenac,20,7.0,3.2,1.2,2.2,52.3,0.1,0.1,100.0,0.9,1.4,63.0,0.6,1.0,1.5,0.4,0.9,0.0,0.1,1.5,-0.1,Phoenix Mercury,2000,1611661317
Tonya Edwards,32,28.9,10.6,3.5,9.3,37.6,1.1,3.6,30.7,2.5,3.2,78.2,0.6,1.8,2.4,1.8,2.0,1.1,0.3,2.5,3.7,Phoenix Mercury,2000,1611661317
Adrian Williams-Strong,25,15.0,3.8,1.5,4.5,33.6,0.0,0.0,0.0,0.8,1.1,71.4,0.8,2.2,3.0,0.4,1.4,0.6,0.2,1.7,-4.2,Phoenix Mercury,2001,1611661317
Adriana Moises Pinto,7,17.4,5.9,2.0,5.1,38.9,0.6,1.7,33.3,1.3,1.7,75.0,0.6,1.7,2.3,2.4,2.3,0.9,0.0,1.6,-1.7,Phoenix Mercury,2001,1611661317
Brandy Reed,1,12.8,3.0,1.0,8.0,12.5,0.0,0.0,0.0,1.0,1.0,100.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,Phoenix Mercury,2001,1611661317
Bridget Pettis,32,15.5,5.4,1.7,5.0,33.3,0.6,2.0,31.7,1.4,1.8,82.1,0.9,0.9,1.9,1.6,1.2,0.9,0.1,1.5,-1.2,Phoenix Mercury,2001,1611661317
E.C. Hill,3,2.3,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.7,-3.7,Phoenix Mercury,2001,1611661317
Ilona Korstine,12,6.2,1.8,0.6,2.1,28.0,0.1,0.3,33.3,0.5,0.6,85.7,0.5,0.4,0.9,0.4,0.8,0.3,0.0,0.3,-1.1,Phoenix Mercury,2001,1611661317
Jaynetta Saunders,28,9.1,2.4,0.9,2.8,32.5,0.0,0.1,33.3,0.6,0.9,68.0,0.5,1.0,1.4,0.3,0.5,0.4,0.3,1.0,-0.9,Phoenix Mercury,2001,1611661317
Jennifer Gillom,32,26.8,12.3,4.7,11.1,42.3,0.8,2.2,34.3,2.2,3.0,74.0,1.1,2.8,4.0,1.1,2.2,1.0,0.6,2.8,-0.4,Phoenix Mercury,2001,1611661317
Kristen Veal,29,22.6,4.0,1.2,4.3,28.0,0.5,1.7,28.0,1.1,1.4,76.2,0.5,1.6,2.1,4.3,2.8,1.1,0.1,2.0,-3.1,Phoenix Mercury,2001,1611661317
Lisa Harrison,32,28.6,7.7,3.0,7.0,43.0,0.1,0.3,33.3,1.6,1.8,86.4,1.2,3.1,4.3,1.6,1.5,1.2,0.0,1.8,-2.4,Phoenix Mercury,2001,1611661317
Maria Stepanova,32,25.5,10.4,4.5,8.8,50.7,0.0,0.1,0.0,1.5,2.4,61.5,2.1,4.2,6.3,1.3,1.6,1.3,2.0,3.4,-1.8,Phoenix Mercury,2001,1611661317
Michele Timms,21,19.5,4.7,1.8,5.2,34.5,0.7,2.2,30.4,0.4,0.5,80.0,0.5,1.6,2.1,4.1,2.0,1.0,0.1,2.0,1.1,Phoenix Mercury,2001,1611661317
Michelle Cleary,4,12.2,0.5,0.0,0.8,0.0,0.0,0.5,0.0,0.5,0.5,100.0,0.5,0.3,0.8,2.3,0.8,0.5,0.0,0.5,1.3,Phoenix Mercury,2001,1611661317
Nicole Kubik,3,7.1,0.7,0.3,1.3,25.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.7,1.0,1.3,0.0,2.3,-2.3,Phoenix Mercury,2001,1611661317
Pat Luckey,1,8.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-6.0,Phoenix Mercury,2001,1611661317
Slobodanka Tuvic,30,10.8,1.8,0.4,1.4,31.0,0.0,0.0,0.0,0.9,2.0,47.5,0.6,1.5,2.1,0.6,0.9,0.5,0.6,1.6,-0.7,Phoenix Mercury,2001,1611661317
Tonya Edwards,10,20.8,9.4,2.6,7.1,36.6,0.5,1.4,35.7,3.7,4.7,78.7,0.5,1.4,1.9,1.8,2.2,0.5,0.1,3.0,-6.6,Phoenix Mercury,2001,1611661317
Trisha Fallon,31,27.1,10.4,4.1,8.4,49.0,0.5,1.2,40.5,1.7,2.1,81.5,1.1,1.4,2.5,1.1,1.5,1.1,0.4,1.4,-0.5,Phoenix Mercury,2001,1611661317
Adrian Williams-Strong,32,27.4,6.3,2.5,5.3,46.7,0.0,0.0,0.0,1.3,1.9,70.0,2.0,4.9,6.9,1.1,2.0,1.5,0.9,2.8,-3.4,Phoenix Mercury,2002,1611661317
Adriana Moises Pinto,32,19.3,6.0,2.0,5.1,38.4,0.6,2.1,28.8,1.5,1.9,80.0,0.5,1.4,1.9,2.5,2.3,0.9,0.1,1.7,-3.5,Phoenix Mercury,2002,1611661317
Brandy Reed,5,17.1,7.6,3.0,8.2,36.6,0.0,1.0,0.0,1.6,2.2,72.7,0.2,0.6,0.8,0.8,1.6,0.4,0.6,1.6,-5.8,Phoenix Mercury,2002,1611661317
Gordana Grubin,32,26.9,9.9,3.6,9.3,38.4,0.9,2.9,31.5,1.9,2.5,75.9,0.5,1.5,2.0,3.3,1.8,1.1,0.1,1.8,-3.4,Phoenix Mercury,2002,1611661317
Jaynetta Saunders,28,10.7,3.5,1.4,3.7,37.9,0.0,0.1,0.0,0.8,1.1,65.6,0.4,1.0,1.4,0.8,0.7,0.3,0.1,0.8,-2.1,Phoenix Mercury,2002,1611661317
Jennifer Gillom,31,28.2,15.3,5.4,12.9,41.5,1.2,3.0,38.7,3.4,4.2,80.2,1.2,2.6,3.7,1.2,2.0,0.9,0.7,2.9,-4.3,Phoenix Mercury,2002,1611661317
Kayte Christensen,30,13.8,4.0,1.6,3.2,50.5,0.0,0.0,0.0,0.8,1.2,68.6,1.3,1.4,2.7,0.5,1.1,0.8,0.4,2.4,-2.3,Phoenix Mercury,2002,1611661317
Kristen Veal,23,15.7,3.1,1.0,3.4,30.4,0.6,2.0,27.7,0.4,0.6,76.9,0.3,0.9,1.2,1.8,1.8,0.6,0.1,1.8,-5.2,Phoenix Mercury,2002,1611661317
Lisa Harrison,32,28.1,8.2,3.8,7.6,49.6,0.1,0.2,33.3,0.6,0.7,87.0,1.3,2.6,3.9,1.3,1.4,1.0,0.1,1.9,-3.8,Phoenix Mercury,2002,1611661317
Oksana Zakaluzhnaya,5,7.4,1.2,0.4,1.2,33.3,0.0,0.0,0.0,0.4,0.8,50.0,0.0,0.6,0.6,0.0,0.8,0.0,0.0,0.8,-4.6,Phoenix Mercury,2002,1611661317
Quacy Barnes,2,6.7,1.5,0.0,3.5,0.0,0.0,0.0,0.0,1.5,2.0,75.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,-3.5,Phoenix Mercury,2002,1611661317
Shea Mahoney,3,4.4,1.7,0.7,1.0,66.7,0.0,0.3,0.0,0.3,0.3,100.0,0.7,0.0,0.7,0.3,0.3,0.0,0.0,1.3,-1.0,Phoenix Mercury,2002,1611661317
Slobodanka Tuvic,26,12.4,3.3,1.2,3.0,39.0,0.0,0.2,16.7,1.0,1.2,78.1,0.4,2.0,2.4,0.4,1.2,0.3,0.3,2.0,-1.3,Phoenix Mercury,2002,1611661317
Susanna Bonfiglio,22,14.0,4.8,2.0,4.0,48.3,0.0,0.3,0.0,0.9,1.1,76.0,0.7,1.0,1.7,1.0,0.8,0.5,0.0,1.6,0.1,Phoenix Mercury,2002,1611661317
Tracy Reid,24,17.5,4.7,2.0,4.9,41.0,0.0,0.0,0.0,0.7,1.2,60.7,1.4,1.8,3.2,0.6,1.5,0.9,0.1,1.2,-3.0,Phoenix Mercury,2002,1611661317
Adrian Williams-Strong,34,29.0,9.8,4.1,10.3,40.2,0.0,0.0,0.0,1.5,2.5,61.2,2.0,5.4,7.4,0.9,2.1,1.7,0.6,2.8,-4.3,Phoenix Mercury,2003,1611661317
Anna DeForge,34,31.4,11.9,4.3,10.5,41.2,1.8,4.4,41.2,1.5,2.0,72.5,0.9,2.1,3.1,2.1,1.6,1.5,0.4,1.8,-2.6,Phoenix Mercury,2003,1611661317
Charmin Smith,4,4.4,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.8,1.0,0.3,0.0,0.0,0.0,0.5,-1.3,Phoenix Mercury,2003,1611661317
Dalma Ivanyi,4,8.6,1.5,0.8,2.0,37.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.3,1.0,-3.8,Phoenix Mercury,2003,1611661317
Edniesha Curry,20,10.2,1.7,0.7,1.8,37.1,0.3,1.1,22.7,0.1,0.2,66.7,0.1,0.5,0.6,1.2,0.8,0.5,0.0,1.3,0.3,Phoenix Mercury,2003,1611661317
Edwina Brown,34,15.5,3.5,1.2,4.5,27.0,0.0,0.1,0.0,1.1,1.3,81.8,0.9,1.2,2.1,1.8,1.4,0.9,0.2,1.3,-0.8,Phoenix Mercury,2003,1611661317
Felicia Ragland,3,12.9,1.7,0.3,4.0,8.3,0.3,1.7,20.0,0.7,0.7,100.0,0.0,0.7,0.7,0.7,1.0,0.7,0.0,1.3,-7.3,Phoenix Mercury,2003,1611661317
Gergana Slavtcheva,2,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,Phoenix Mercury,2003,1611661317
Grace Daley,3,9.1,0.7,0.3,1.7,20.0,0.0,0.7,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,1.0,0.0,0.3,0.7,-0.7,Phoenix Mercury,2003,1611661317
Iziane Castro Marques,16,11.1,4.3,1.6,4.4,35.2,0.5,1.7,29.6,0.7,1.1,61.1,0.4,0.4,0.8,0.6,0.6,0.4,0.1,0.7,-1.0,Phoenix Mercury,2003,1611661317
Kayte Christensen,30,22.0,6.9,2.6,5.4,48.4,0.0,0.0,0.0,1.7,2.8,60.2,2.0,2.2,4.2,0.5,1.3,0.8,0.5,3.5,-1.9,Phoenix Mercury,2003,1611661317
Lisa Harrison,33,25.4,5.5,2.2,5.4,41.3,0.0,0.1,0.0,1.1,1.5,68.6,1.3,2.3,3.6,1.1,1.0,0.9,0.2,1.8,-2.5,Phoenix Mercury,2003,1611661317
Michaela Pavlickova,8,3.7,0.8,0.4,0.9,42.9,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.5,0.1,0.3,0.1,0.0,0.1,-1.5,Phoenix Mercury,2003,1611661317
Nevriye Yilmaz,5,6.8,2.8,1.4,3.0,46.7,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.6,0.4,0.8,0.0,0.0,1.4,-0.6,Phoenix Mercury,2003,1611661317
Plenette Pierson,33,18.2,6.0,2.0,5.4,37.9,0.0,0.1,0.0,1.9,3.1,63.4,1.1,1.3,2.4,0.7,1.3,0.6,0.4,2.6,-4.5,Phoenix Mercury,2003,1611661317
Slobodanka Tuvic,17,21.6,7.5,2.6,6.8,38.8,0.0,0.2,0.0,2.2,2.7,80.4,1.8,2.1,3.9,0.7,1.9,0.6,0.9,3.6,-0.8,Phoenix Mercury,2003,1611661317
Sonja Mallory,6,7.1,1.7,0.7,1.5,44.4,0.0,0.0,0.0,0.3,0.3,100.0,0.7,1.0,1.7,0.0,1.0,0.2,0.7,1.2,-1.7,Phoenix Mercury,2003,1611661317
Stacey Thomas,19,9.7,2.4,0.8,2.4,32.6,0.3,1.2,27.3,0.5,0.8,62.5,0.5,0.9,1.4,0.5,0.5,0.6,0.4,0.7,-1.3,Phoenix Mercury,2003,1611661317
Tamara Moore,11,10.0,3.0,1.0,2.4,42.3,0.0,0.5,0.0,1.0,1.2,84.6,0.3,1.5,1.7,0.7,0.9,0.5,0.4,0.8,-2.8,Phoenix Mercury,2003,1611661317
Tamicha Jackson,34,28.1,8.8,3.6,10.6,34.3,1.0,2.9,35.4,0.5,0.6,81.0,0.7,1.7,2.4,4.3,2.2,1.5,0.1,1.8,-4.7,Phoenix Mercury,2003,1611661317
Tracy Reid,2,6.1,1.0,0.5,1.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.0,2.0,-2.5,Phoenix Mercury,2003,1611661317
Adrian Williams-Strong,11,13.0,5.9,2.5,5.5,45.0,0.0,0.0,0.0,1.0,1.3,78.6,0.9,1.0,1.9,0.5,1.4,1.0,0.5,1.5,-1.3,Phoenix Mercury,2004,1611661317
Anna DeForge,34,33.9,14.4,4.9,11.6,41.7,2.1,5.3,38.7,2.6,3.0,86.3,0.7,2.9,3.6,3.1,2.0,1.5,0.2,1.5,1.4,Phoenix Mercury,2004,1611661317
Ashley Robinson,19,6.6,0.9,0.4,0.7,50.0,0.0,0.1,0.0,0.2,0.4,42.9,0.2,0.5,0.7,0.1,0.2,0.4,0.5,1.2,1.3,Phoenix Mercury,2004,1611661317
Diana Taurasi,34,33.3,17.0,6.1,14.8,41.6,1.8,5.5,33.0,2.9,3.8,76.0,0.8,3.6,4.4,3.9,2.6,1.3,0.7,3.4,1.3,Phoenix Mercury,2004,1611661317
Gwen Jackson,14,9.8,4.0,1.6,3.2,51.1,0.1,0.4,20.0,0.6,0.8,81.8,0.8,1.1,1.9,0.3,0.3,0.2,0.1,0.8,-0.3,Phoenix Mercury,2004,1611661317
Jae Kingi-Cross,13,9.8,1.5,0.5,1.4,33.3,0.2,0.5,42.9,0.4,0.5,71.4,0.4,0.6,1.0,0.9,0.5,0.4,0.2,0.8,0.8,Phoenix Mercury,2004,1611661317
Kayte Christensen,32,12.7,1.6,0.6,1.5,38.8,0.0,0.0,0.0,0.4,0.6,63.2,0.8,1.3,2.2,0.7,0.8,0.7,0.2,2.8,-0.3,Phoenix Mercury,2004,1611661317
Lindsay Taylor,5,5.4,0.6,0.2,1.0,20.0,0.2,0.6,33.3,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.2,0.2,0.2,1.4,-1.4,Phoenix Mercury,2004,1611661317
