PLAYER,GP,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPs,%PTS FT,%PTS OffTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST,TEAM,SEASON,TEAM_ID
Kia Nurse,15,24.1,37.4,62.6,23.1,5.8,69.2,26.0,7.7,14.4,17.3,41.7,58.3,87.5,12.5,72.2,27.8,Seattle Storm,1998,1611661328
Mercedes Russell,14,19.4,100.0,0.0,75.0,12.5,0.0,6.3,25.0,17.2,62.5,66.7,33.3,0.0,0.0,66.7,33.3,Seattle Storm,1998,1611661328
Sami Whitcomb,15,18.0,24.2,75.8,10.2,5.1,78.8,10.2,11.0,20.3,5.1,66.7,33.3,83.9,16.1,81.1,18.9,Seattle Storm,1998,1611661328
Yvonne Turner,11,13.1,88.9,11.1,70.6,11.8,8.8,26.5,20.6,17.6,58.8,41.7,58.3,100.0,0.0,46.2,53.8,Seattle Storm,1998,1611661328
Arella Guirantes,9,5.3,62.5,37.5,50.0,16.7,25.0,41.7,25.0,50.0,33.3,33.3,66.7,100.0,0.0,50.0,50.0,Seattle Storm,1999,1611661328
Dulcy Fankam Mendjiadeu,9,6.9,100.0,0.0,70.6,0.0,0.0,0.0,29.4,11.8,70.6,66.7,33.3,0.0,0.0,66.7,33.3,Seattle Storm,1999,1611661328
Ezi Magbegor,15,34.1,80.1,19.9,65.2,0.9,17.2,14.1,17.6,18.5,64.3,64.9,35.1,100.0,0.0,70.1,29.9,Seattle Storm,1999,1611661328
Ivana Dojkić,13,25.2,56.2,43.8,36.7,11.7,42.5,34.2,20.8,23.3,25.0,22.7,77.3,94.1,5.9,53.8,46.2,Seattle Storm,1999,1611661328
Jade Melbourne,12,11.0,73.3,26.7,61.5,15.4,11.5,19.2,27.0,19.2,46.2,25.0,75.0,100.0,0.0,33.3,66.7,Seattle Storm,1999,1611661328
Jewell Loyd,14,35.7,58.9,41.1,37.8,16.1,39.2,15.8,23.0,13.1,21.7,33.8,66.2,72.3,27.7,49.6,50.4,Seattle Storm,1999,1611661328
Jordan Horston,12,21.3,85.0,15.0,73.3,11.1,10.0,20.0,16.7,17.8,62.2,69.7,30.3,100.0,0.0,72.2,27.8,Seattle Storm,1999,1611661328
Joyner Holmes,8,12.7,51.7,48.3,38.5,15.4,34.6,0.0,26.9,7.7,23.1,60.0,40.0,100.0,0.0,75.0,25.0,Seattle Storm,1999,1611661328
Kaila Charles,4,10.3,83.3,16.7,100.0,0.0,0.0,0.0,0.0,33.3,100.0,0.0,100.0,0.0,0.0,0.0,100.0,Seattle Storm,1999,1611661328
Kia Nurse,15,24.1,37.4,62.6,23.1,5.8,69.2,26.0,7.7,14.4,17.3,41.7,58.3,87.5,12.5,72.2,27.8,Seattle Storm,1999,1611661328
Mercedes Russell,14,19.4,100.0,0.0,75.0,12.5,0.0,6.3,25.0,17.2,62.5,66.7,33.3,0.0,0.0,66.7,33.3,Seattle Storm,1999,1611661328
Sami Whitcomb,15,18.0,24.2,75.8,10.2,5.1,78.8,10.2,11.0,20.3,5.1,66.7,33.3,83.9,16.1,81.1,18.9,Seattle Storm,1999,1611661328
Yvonne Turner,11,13.1,88.9,11.1,70.6,11.8,8.8,26.5,20.6,17.6,58.8,41.7,58.3,100.0,0.0,46.2,53.8,Seattle Storm,1999,1611661328
Andrea Garner,32,17.6,98.3,1.7,72.7,14.1,3.0,13.1,24.3,21.2,58.6,80.6,19.4,100.0,0.0,81.1,18.9,Seattle Storm,2000,1611661328
Angela Aycock,1,6.9,33.3,66.7,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seattle Storm,2000,1611661328
Charisse Sampson,21,13.4,51.1,48.9,33.3,2.6,34.6,5.1,32.1,34.6,30.8,46.2,53.8,100.0,0.0,68.2,31.8,Seattle Storm,2000,1611661328
Charmin Smith,32,16.1,42.9,57.1,23.1,0.0,57.7,1.9,19.2,13.5,23.1,16.7,83.3,100.0,0.0,68.8,31.3,Seattle Storm,2000,1611661328
Edna Campbell,16,31.8,77.2,22.8,64.0,28.8,17.6,4.1,18.4,23.9,35.1,25.4,74.6,84.6,15.4,34.5,65.5,Seattle Storm,2000,1611661328
Jamie Redd,26,14.8,58.4,41.6,44.3,4.3,38.6,7.9,17.1,27.9,40.0,48.4,51.6,72.2,27.8,57.1,42.9,Seattle Storm,2000,1611661328
Kamila Vodichkova,23,21.2,88.3,11.7,64.0,15.0,6.0,3.0,30.0,26.0,49.0,65.6,34.4,100.0,0.0,67.6,32.4,Seattle Storm,2000,1611661328
Katrina Hibbert,20,11.9,47.5,52.5,41.5,11.3,45.3,9.4,13.2,9.4,30.2,27.3,72.7,100.0,0.0,57.9,42.1,Seattle Storm,2000,1611661328
Michelle Edwards,20,22.8,77.6,22.4,68.7,21.4,13.7,13.0,17.6,18.3,47.3,28.9,71.1,66.7,33.3,33.3,66.7,Seattle Storm,2000,1611661328
Quacy Barnes,31,22.7,95.8,4.2,84.2,16.3,1.4,5.3,14.4,34.0,67.9,70.5,29.5,100.0,0.0,70.8,29.2,Seattle Storm,2000,1611661328
Robin Threatt-Elliott,20,18.9,76.4,23.6,61.9,23.2,23.2,6.5,14.9,21.9,38.7,31.3,68.8,83.3,16.7,41.7,58.3,Seattle Storm,2000,1611661328
Simone Edwards,29,22.2,100.0,0.0,76.9,8.3,0.0,4.6,23.1,26.4,68.5,72.3,27.7,0.0,0.0,72.3,27.7,Seattle Storm,2000,1611661328
Sonja Henning,32,30.7,56.3,43.7,33.3,6.0,44.6,13.1,22.1,35.7,27.4,25.0,75.0,96.0,4.0,58.5,41.5,Seattle Storm,2000,1611661328
Stacey Lovelace,23,14.1,91.3,8.7,68.7,20.2,6.1,8.1,25.2,33.3,48.5,64.7,35.3,100.0,0.0,66.7,33.3,Seattle Storm,2000,1611661328
Alessandra Santos de Olive,10,6.3,100.0,0.0,61.5,0.0,0.0,0.0,38.5,15.4,61.5,25.0,75.0,0.0,0.0,25.0,75.0,Seattle Storm,2001,1611661328
Charmin Smith,32,18.5,39.7,60.3,20.7,6.9,56.9,13.8,22.4,12.1,13.8,33.3,66.7,90.9,9.1,70.6,29.4,Seattle Storm,2001,1611661328
Jamie Redd,32,20.6,64.4,35.6,51.9,5.2,28.6,13.0,19.5,16.5,46.8,38.3,61.7,86.4,13.6,51.2,48.8,Seattle Storm,2001,1611661328
Kamila Vodichkova,29,13.9,79.5,20.5,54.7,9.3,20.0,8.7,25.3,21.3,45.3,78.0,22.0,100.0,0.0,82.4,17.6,Seattle Storm,2001,1611661328
Katy Steding,26,15.1,62.8,37.2,37.3,17.6,47.1,5.9,15.6,14.7,19.6,47.4,52.6,62.5,37.5,54.3,45.7,Seattle Storm,2001,1611661328
Lauren Jackson,29,34.5,68.2,31.8,49.3,11.3,27.1,4.1,23.6,24.2,38.0,63.3,36.7,100.0,0.0,73.2,26.8,Seattle Storm,2001,1611661328
Michelle Edwards,3,4.2,100.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,100.0,0.0,0.0,0.0,100.0,Seattle Storm,2001,1611661328
Michelle Marciniak,27,14.6,76.3,23.7,62.1,15.2,22.7,26.5,15.2,37.1,47.0,17.1,82.9,80.0,20.0,29.4,70.6,Seattle Storm,2001,1611661328
Quacy Barnes,20,11.5,98.3,1.7,64.7,5.9,4.4,0.0,30.9,25.0,58.8,54.5,45.5,100.0,0.0,56.5,43.5,Seattle Storm,2001,1611661328
Semeka Randall,32,27.7,98.7,1.3,78.0,30.7,0.0,15.7,22.0,23.3,47.3,41.9,58.1,0.0,0.0,41.9,58.1,Seattle Storm,2001,1611661328
Simone Edwards,32,25.3,100.0,0.0,76.8,4.2,0.0,10.1,23.2,22.8,72.6,83.5,16.5,0.0,0.0,83.5,16.5,Seattle Storm,2001,1611661328
Sonja Henning,32,28.1,65.9,34.1,61.1,11.1,22.2,14.8,16.7,25.0,50.0,27.3,72.7,87.5,12.5,39.0,61.0,Seattle Storm,2001,1611661328
Stacey Lovelace,22,9.6,63.4,36.6,44.7,23.7,39.5,0.0,15.8,19.7,21.1,52.9,47.1,90.0,10.0,66.7,33.3,Seattle Storm,2001,1611661328
Adia Barnes,26,18.9,96.4,3.6,80.0,8.9,3.3,20.0,16.7,23.3,71.1,63.9,36.1,100.0,0.0,64.9,35.1,Seattle Storm,2002,1611661328
Amanda Lassiter,24,23.2,49.2,50.8,42.9,15.9,47.6,11.9,9.5,32.5,27.0,40.7,59.3,90.0,10.0,61.7,38.3,Seattle Storm,2002,1611661328
Danielle McCulley,4,10.7,75.0,25.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seattle Storm,2002,1611661328
Felicia Ragland,31,14.0,56.0,44.0,36.9,9.9,46.8,17.7,16.3,30.5,27.0,76.9,23.1,95.5,4.5,85.4,14.6,Seattle Storm,2002,1611661328
Jamie Redd,10,11.2,47.1,52.9,30.8,15.4,51.9,11.5,17.3,19.2,15.4,62.5,37.5,66.7,33.3,64.7,35.3,Seattle Storm,2002,1611661328
Kamila Vodichkova,32,25.5,84.5,15.5,68.5,18.3,13.2,4.1,18.3,26.1,50.2,68.3,31.7,100.0,0.0,71.9,28.1,Seattle Storm,2002,1611661328
Kate Paye,19,5.9,15.8,84.2,9.5,9.5,85.7,0.0,4.8,42.9,0.0,100.0,0.0,100.0,0.0,100.0,0.0,Seattle Storm,2002,1611661328
Kate Starbird,9,20.7,75.0,25.0,56.6,26.4,28.3,15.1,15.1,30.2,30.2,66.7,33.3,100.0,0.0,75.0,25.0,Seattle Storm,2002,1611661328
Lauren Jackson,28,31.4,74.0,26.0,59.8,10.8,26.1,5.6,14.1,20.5,49.0,73.6,26.4,95.2,4.8,78.5,21.5,Seattle Storm,2002,1611661328
Michelle Marciniak,23,12.1,88.2,11.8,61.1,22.2,8.3,22.2,30.6,18.1,38.9,36.4,63.6,100.0,0.0,41.7,58.3,Seattle Storm,2002,1611661328
Semeka Randall,21,22.0,85.7,14.3,64.2,16.4,9.0,16.4,26.8,25.4,47.8,39.5,60.5,100.0,0.0,44.7,55.3,Seattle Storm,2002,1611661328
Simone Edwards,32,21.7,99.4,0.6,74.4,4.5,1.3,4.9,24.3,17.5,70.0,79.5,20.5,0.0,100.0,78.6,21.4,Seattle Storm,2002,1611661328
Sonja Henning,8,25.8,81.8,18.2,88.9,33.3,0.0,33.3,11.1,33.3,55.6,62.5,37.5,0.0,0.0,62.5,37.5,Seattle Storm,2002,1611661328
Sue Bird,32,35.1,62.1,37.9,40.8,15.6,37.1,15.8,22.1,31.2,25.2,19.1,80.9,64.9,35.1,36.4,63.6,Seattle Storm,2002,1611661328
TaKeisha Lewis,14,4.0,90.0,10.0,44.4,0.0,0.0,0.0,55.6,22.2,44.4,50.0,50.0,0.0,0.0,50.0,50.0,Seattle Storm,2002,1611661328
Adia Barnes,16,24.8,63.1,36.9,45.5,13.6,40.9,22.7,13.6,28.4,31.8,75.0,25.0,100.0,0.0,84.4,15.6,Seattle Storm,2003,1611661328
Alisa Burras,27,10.0,100.0,0.0,78.7,0.0,0.0,9.0,21.3,24.7,78.7,88.6,11.4,0.0,0.0,88.6,11.4,Seattle Storm,2003,1611661328
Amanda Lassiter,32,23.0,53.2,46.8,44.2,9.8,44.2,1.8,11.6,19.6,34.4,44.4,55.6,91.7,8.3,63.3,36.7,Seattle Storm,2003,1611661328
Danielle McCulley,7,3.5,83.3,16.7,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,Seattle Storm,2003,1611661328
Kamila Vodichkova,28,25.4,97.7,2.3,71.1,11.3,0.0,7.0,28.9,23.9,59.9,73.3,26.7,0.0,0.0,73.3,26.7,Seattle Storm,2003,1611661328
Lauren Jackson,33,33.6,76.6,23.4,61.6,8.3,16.8,5.6,21.6,19.6,53.3,64.7,35.3,97.4,2.6,69.7,30.3,Seattle Storm,2003,1611661328
Mactabene Amachree,7,7.0,100.0,0.0,75.0,50.0,0.0,0.0,25.0,0.0,25.0,100.0,0.0,0.0,0.0,100.0,0.0,Seattle Storm,2003,1611661328
Rita Williams,32,11.9,42.7,57.3,43.6,28.2,42.3,10.3,14.1,39.7,15.4,29.4,70.6,81.8,18.2,50.0,50.0,Seattle Storm,2003,1611661328
Sandy Brondello,34,28.5,83.0,17.0,68.6,39.3,22.5,13.9,8.9,18.6,29.3,50.0,50.0,66.7,33.3,53.0,47.0,Seattle Storm,2003,1611661328
Simone Edwards,34,17.0,100.0,0.0,77.7,1.3,0.0,4.5,22.3,15.9,76.4,67.2,32.8,0.0,0.0,67.2,32.8,Seattle Storm,2003,1611661328
Sue Bird,34,33.4,62.0,38.0,50.5,15.2,35.0,13.1,14.5,15.2,35.2,21.7,78.3,61.2,38.8,34.2,65.8,Seattle Storm,2003,1611661328
Sun Min Jung,17,6.9,78.1,21.9,86.7,46.7,0.0,20.0,13.3,6.7,40.0,53.8,46.2,0.0,0.0,53.8,46.2,Seattle Storm,2003,1611661328
Tonya Massaline,11,10.8,75.8,24.2,66.7,30.3,18.2,18.2,15.1,18.2,36.4,45.5,54.5,100.0,0.0,53.8,46.2,Seattle Storm,2003,1611661328
Tully Bevilaqua,31,8.1,58.8,41.2,31.0,13.8,41.4,10.3,27.6,24.1,17.2,66.7,33.3,87.5,12.5,76.5,23.5,Seattle Storm,2003,1611661328
Adia Barnes,34,11.9,91.3,8.7,53.7,11.9,13.4,17.9,32.9,28.4,41.8,55.6,44.4,100.0,0.0,61.9,38.1,Seattle Storm,2004,1611661328
Alicia Thompson,23,7.8,70.4,29.6,80.8,38.5,17.3,19.2,1.9,38.5,42.3,85.7,14.3,100.0,0.0,87.5,12.5,Seattle Storm,2004,1611661328
Betty Lennox,32,28.7,74.8,25.2,65.4,35.8,18.4,9.2,16.2,23.5,29.6,41.9,58.1,68.2,31.8,46.0,54.0,Seattle Storm,2004,1611661328
Catrina Frierson,5,4.5,88.9,11.1,57.1,28.6,0.0,0.0,42.9,0.0,28.6,50.0,50.0,0.0,0.0,50.0,50.0,Seattle Storm,2004,1611661328
Janell Burse,29,17.7,100.0,0.0,72.3,8.5,0.0,7.1,27.7,20.6,63.8,62.7,37.3,0.0,0.0,62.7,37.3,Seattle Storm,2004,1611661328
Kamila Vodichkova,34,25.6,99.2,0.8,68.1,16.8,1.1,2.6,30.8,22.3,51.3,76.3,23.7,100.0,0.0,76.6,23.4,Seattle Storm,2004,1611661328
Lauren Jackson,31,34.5,75.0,25.0,53.0,17.7,24.6,3.3,22.4,20.7,35.3,74.4,25.6,96.2,3.8,79.5,20.5,Seattle Storm,2004,1611661328
Michelle Greco,13,5.6,88.9,11.1,69.0,34.5,0.0,6.9,31.0,41.4,34.5,50.0,50.0,0.0,0.0,50.0,50.0,Seattle Storm,2004,1611661328
Sheri Sam,34,29.9,85.2,14.8,68.4,23.9,10.6,19.7,21.0,26.8,44.5,52.8,47.2,81.8,18.2,55.6,44.4,Seattle Storm,2004,1611661328
Simone Edwards,23,11.2,100.0,0.0,83.3,0.0,0.0,12.5,16.7,27.1,83.3,85.0,15.0,0.0,0.0,85.0,15.0,Seattle Storm,2004,1611661328
Sue Bird,34,33.6,55.2,44.8,39.6,17.3,43.7,14.6,16.7,24.6,22.3,21.8,78.2,79.7,20.3,46.4,53.6,Seattle Storm,2004,1611661328
Tully Bevilaqua,34,10.6,56.7,43.3,32.9,12.7,41.8,10.1,25.3,26.6,20.3,53.8,46.2,90.9,9.1,70.8,29.2,Seattle Storm,2004,1611661328
Alicia Thompson,30,10.9,72.8,27.2,60.2,36.1,25.3,24.1,14.5,25.3,24.1,84.0,16.0,100.0,0.0,87.5,12.5,Seattle Storm,2005,1611661328
Ashley Battle,2,4.4,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,Seattle Storm,2005,1611661328
Betty Lennox,28,28.5,75.2,24.8,57.2,19.1,20.8,12.4,22.0,22.3,38.2,27.3,72.7,91.7,8.3,39.8,60.2,Seattle Storm,2005,1611661328
Francesca Zara,34,12.2,74.1,25.9,64.4,24.4,16.7,6.7,18.9,17.8,40.0,51.7,48.3,20.0,80.0,47.1,52.9,Seattle Storm,2005,1611661328
Iziane Castro Marques,33,26.7,70.2,29.8,51.3,20.1,26.8,26.4,21.9,16.4,31.2,49.3,50.7,79.2,20.8,57.0,43.0,Seattle Storm,2005,1611661328
Janell Burse,34,25.4,100.0,0.0,74.7,1.8,0.0,2.1,25.3,18.8,72.9,63.8,36.2,0.0,0.0,63.8,36.2,Seattle Storm,2005,1611661328
Lauren Jackson,34,34.6,73.8,26.2,57.6,9.7,17.1,4.0,25.3,18.6,47.9,63.4,36.6,100.0,0.0,69.4,30.6,Seattle Storm,2005,1611661328
Mandisa Stevenson,4,13.3,91.7,8.3,100.0,66.7,0.0,0.0,0.0,66.7,33.3,100.0,0.0,0.0,0.0,100.0,0.0,Seattle Storm,2005,1611661328
Natalia Vodopyanova,17,5.8,77.3,22.7,56.0,8.0,12.0,24.0,32.0,20.0,48.0,71.4,28.6,100.0,0.0,75.0,25.0,Seattle Storm,2005,1611661328
Simone Edwards,28,7.1,100.0,0.0,87.3,7.3,0.0,0.0,12.7,18.2,80.0,91.7,8.3,0.0,0.0,91.7,8.3,Seattle Storm,2005,1611661328
Sue Bird,30,33.9,65.0,35.0,46.7,19.8,37.1,17.9,16.2,17.6,26.9,22.4,77.6,57.8,42.2,34.6,65.4,Seattle Storm,2005,1611661328
Suzy Batkovic-Brown,29,16.0,96.0,4.0,74.4,20.1,3.0,6.0,22.6,12.1,54.3,73.0,27.0,100.0,0.0,73.7,26.3,Seattle Storm,2005,1611661328
Tanisha Wright,34,15.5,99.1,0.9,80.3,39.3,0.0,11.5,19.7,19.7,41.0,36.7,63.3,0.0,0.0,36.7,63.3,Seattle Storm,2005,1611661328
Ashley Robinson,17,11.7,96.0,4.0,85.7,19.0,0.0,19.0,14.3,14.3,66.7,100.0,0.0,0.0,0.0,100.0,0.0,Seattle Storm,2006,1611661328
Barbara Turner,34,18.3,74.8,25.2,56.5,12.0,13.9,17.6,29.6,19.4,44.4,55.7,44.3,70.0,30.0,57.7,42.3,Seattle Storm,2006,1611661328
Betty Lennox,34,26.1,78.7,21.3,69.7,37.4,18.7,11.6,11.6,21.1,32.3,27.2,72.8,62.1,37.9,32.5,67.5,Seattle Storm,2006,1611661328
Cisti Greenwalt,5,4.6,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seattle Storm,2006,1611661328
Edwige Lawson-Wade,26,8.1,57.8,42.2,55.8,23.3,34.9,18.6,9.3,20.9,32.6,25.0,75.0,80.0,20.0,41.2,58.8,Seattle Storm,2006,1611661328
Iziane Castro Marques,34,19.3,66.5,33.5,53.7,13.0,30.5,26.8,15.8,22.0,40.7,40.9,59.1,72.0,28.0,49.5,50.5,Seattle Storm,2006,1611661328
Janell Burse,27,27.4,99.5,0.5,74.7,14.0,1.0,6.0,24.3,16.7,60.7,79.5,20.5,100.0,0.0,79.6,20.4,Seattle Storm,2006,1611661328
Kaayla Chones,3,4.6,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seattle Storm,2006,1611661328
Lauren Jackson,30,28.4,78.6,21.4,55.9,9.9,14.9,4.5,29.2,16.5,46.0,60.7,39.3,100.0,0.0,66.7,33.3,Seattle Storm,2006,1611661328
Shaunzinski Gortman,20,13.2,78.2,21.8,64.3,25.0,10.7,19.6,25.0,25.0,39.3,55.6,44.4,100.0,0.0,60.0,40.0,Seattle Storm,2006,1611661328
Sue Bird,34,31.4,54.1,45.9,41.6,23.1,43.2,15.4,15.2,17.7,18.5,29.6,70.4,57.1,42.9,40.9,59.1,Seattle Storm,2006,1611661328
Tanisha Wright,33,15.4,88.2,11.8,64.5,17.7,4.8,19.4,30.7,23.4,46.8,25.0,75.0,100.0,0.0,28.6,71.4,Seattle Storm,2006,1611661328
Tiffani Johnson,32,19.9,100.0,0.0,81.3,32.0,0.0,4.0,18.7,11.3,49.3,73.8,26.2,0.0,0.0,73.8,26.2,Seattle Storm,2006,1611661328
Wendy Palmer,5,23.9,90.9,9.1,63.8,0.0,6.4,0.0,29.8,4.3,63.8,40.0,60.0,100.0,0.0,43.8,56.3,Seattle Storm,2006,1611661328
Ashley Robinson,33,12.4,98.4,1.6,91.7,25.0,0.0,4.2,8.3,22.9,66.7,72.7,27.3,0.0,0.0,72.7,27.3,Seattle Storm,2007,1611661328
Astou Ndiaye-Diatta,4,14.5,92.9,7.1,100.0,40.0,0.0,0.0,0.0,0.0,60.0,40.0,60.0,0.0,0.0,40.0,60.0,Seattle Storm,2007,1611661328
Betty Lennox,34,27.5,72.7,27.3,53.3,18.5,22.5,15.2,24.2,18.9,34.8,24.0,76.0,85.3,14.7,37.4,62.6,Seattle Storm,2007,1611661328
Doneeka Lewis,7,4.7,76.9,23.1,80.0,20.0,0.0,20.0,20.0,0.0,60.0,75.0,25.0,0.0,0.0,75.0,25.0,Seattle Storm,2007,1611661328
Iziane Castro Marques,34,28.3,52.9,47.1,37.7,11.5,43.0,17.2,19.3,19.3,26.3,30.4,69.6,73.3,26.7,48.9,51.1,Seattle Storm,2007,1611661328
Janell Burse,29,24.4,99.5,0.5,72.7,11.7,0.0,1.2,27.3,16.8,60.9,67.7,32.3,0.0,0.0,67.7,32.3,Seattle Storm,2007,1611661328
Katie Gearlds,33,13.3,43.9,56.1,33.3,12.1,50.0,5.3,16.7,22.0,21.2,63.6,36.4,90.9,9.1,77.3,22.7,Seattle Storm,2007,1611661328
Lauren Jackson,31,32.9,75.5,24.5,56.6,17.1,19.9,6.1,23.5,19.1,39.5,62.7,37.3,87.8,12.2,67.4,32.6,Seattle Storm,2007,1611661328
Shona Thorburn,2,3.8,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,Seattle Storm,2007,1611661328
Shyra Ely-Gash,29,9.7,75.8,24.2,46.2,15.4,23.1,21.5,30.7,29.2,30.8,53.3,46.7,100.0,0.0,65.0,35.0,Seattle Storm,2007,1611661328
Sue Bird,29,31.7,51.8,48.2,48.2,29.0,44.6,14.9,7.2,17.5,19.1,23.3,76.7,71.1,28.9,41.5,58.5,Seattle Storm,2007,1611661328
Tanisha Wright,34,16.1,82.4,17.6,63.3,17.3,12.9,19.4,23.8,15.1,46.0,38.6,61.4,66.7,33.3,42.0,58.0,Seattle Storm,2007,1611661328
Tye'sha Fluker,9,3.4,90.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seattle Storm,2007,1611661328
Wendy Palmer,34,13.9,84.1,15.9,66.7,6.4,5.8,7.1,27.5,16.0,60.3,53.8,46.2,100.0,0.0,56.4,43.6,Seattle Storm,2007,1611661328
Ashley Robinson,33,10.0,100.0,0.0,89.7,20.7,0.0,13.8,10.3,17.2,69.0,92.3,7.7,0.0,0.0,92.3,7.7,Seattle Storm,2008,1611661328
Camille Little,19,23.3,89.4,10.6,75.7,8.6,8.1,9.2,16.2,23.2,67.0,54.3,45.7,100.0,0.0,57.3,42.7,Seattle Storm,2008,1611661328
Florina Pascalau,3,3.1,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seattle Storm,2008,1611661328
Katie Gearlds,34,13.8,41.8,58.2,26.9,18.7,63.2,1.8,9.9,11.7,8.2,60.9,39.1,88.9,11.1,78.0,22.0,Seattle Storm,2008,1611661328
Kelly Santos,22,6.1,100.0,0.0,68.1,4.3,0.0,0.0,31.9,23.4,63.8,62.5,37.5,0.0,0.0,62.5,37.5,Seattle Storm,2008,1611661328
Kimberly Beck,17,5.5,33.3,66.7,0.0,0.0,70.6,5.9,29.4,41.2,0.0,0.0,0.0,75.0,25.0,75.0,25.0,Seattle Storm,2008,1611661328
Kristen O'Neill,11,2.9,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seattle Storm,2008,1611661328
Lauren Jackson,21,33.0,71.2,28.8,56.9,19.3,19.8,5.6,23.3,18.6,37.6,82.6,17.4,96.4,3.6,85.2,14.8,Seattle Storm,2008,1611661328
Sheryl Swoopes,29,24.3,67.2,32.8,59.5,19.5,20.5,10.2,20.0,28.3,40.0,37.7,62.3,85.7,14.3,46.7,53.3,Seattle Storm,2008,1611661328
Shyra Ely-Gash,34,11.4,90.4,9.6,76.1,15.9,10.6,7.1,13.3,19.5,60.2,60.5,39.5,100.0,0.0,63.8,36.2,Seattle Storm,2008,1611661328
Sue Bird,33,33.7,64.9,35.1,53.8,28.4,30.3,13.8,15.9,20.9,25.4,31.2,68.8,57.4,42.6,38.4,61.6,Seattle Storm,2008,1611661328
Swin Cash,31,29.9,97.3,2.7,64.4,18.2,0.9,12.0,34.7,20.2,46.2,58.4,41.6,100.0,0.0,58.8,41.2,Seattle Storm,2008,1611661328
Tanisha Wright,34,23.8,90.4,9.6,77.6,21.6,4.5,15.3,17.9,26.5,56.0,45.2,54.8,50.0,50.0,45.4,54.6,Seattle Storm,2008,1611661328
Yolanda Griffith,30,21.9,100.0,0.0,61.8,2.8,0.0,1.8,38.2,19.8,59.0,62.7,37.3,0.0,0.0,62.7,37.3,Seattle Storm,2008,1611661328
A'Quonesia Franklin,2,9.8,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seattle Storm,2009,1611661328
Ashley Robinson,26,6.4,96.0,4.0,83.3,16.7,0.0,16.7,16.7,16.7,66.7,80.0,20.0,0.0,0.0,80.0,20.0,Seattle Storm,2009,1611661328
Ashley Walker,13,6.9,78.6,21.4,52.2,0.0,13.0,0.0,34.8,21.7,52.2,66.7,33.3,0.0,100.0,57.1,42.9,Seattle Storm,2009,1611661328
Camille Little,34,30.7,89.7,10.3,68.6,5.9,6.2,4.4,25.2,15.0,62.8,53.8,46.2,85.7,14.3,55.6,44.4,Seattle Storm,2009,1611661328
Janell Burse,34,15.9,100.0,0.0,71.5,12.6,0.0,12.6,28.5,28.0,58.9,74.3,25.7,0.0,0.0,74.3,25.7,Seattle Storm,2009,1611661328
Katie Gearlds,20,12.2,29.7,70.3,19.5,12.2,76.8,11.0,3.7,31.7,7.3,50.0,50.0,100.0,0.0,86.2,13.8,Seattle Storm,2009,1611661328
La'Tangela Atkinson,2,22.9,87.5,12.5,80.0,0.0,0.0,40.0,20.0,60.0,80.0,0.0,100.0,0.0,0.0,0.0,100.0,Seattle Storm,2009,1611661328
Lauren Jackson,26,32.4,68.6,31.4,47.7,12.8,29.5,5.4,22.8,19.6,34.9,87.4,12.6,95.9,4.1,89.9,10.1,Seattle Storm,2009,1611661328
Shannon Johnson,34,18.2,43.0,57.0,26.3,2.9,39.4,7.3,34.3,23.4,23.4,5.6,94.4,72.2,27.8,38.9,61.1,Seattle Storm,2009,1611661328
Sue Bird,31,35.5,60.2,39.8,50.4,24.2,40.8,10.3,8.8,22.9,26.2,26.0,74.0,75.9,24.1,43.5,56.5,Seattle Storm,2009,1611661328
Suzy Batkovic-Brown,20,7.4,74.4,25.6,76.6,17.0,19.1,12.8,4.3,31.9,59.6,61.1,38.9,100.0,0.0,66.7,33.3,Seattle Storm,2009,1611661328
